Name,Type 1,Type 2,Total,HP,Attack,Defense,Sp. Atk,Sp. Def,Speed,Generation,Legendary
Primeape,Fighting,None,455,65,105.0,60,60.0,70,95.0,1,False
Growlithe,Fire,None,350,55,70.0,45,70.0,50,60.0,1,False
Arcanine,Fire,None,555,90,110.0,80,100.0,80,95.0,1,False
Poliwag,Water,None,300,40,50.0,40,40.0,40,90.0,1,False
Poliwhirl,Water,None,385,65,65.0,65,50.0,50,90.0,1,False
Poliwrath,Water,Fighting,510,90,95.0,95,70.0,90,70.0,1,False
Abra,Psychic,None,310,25,20.0,15,105.0,55,90.0,1,False
Kadabra,Psychic,None,400,40,35.0,30,120.0,70,105.0,1,False
Alakazam,Psychic,None,500,55,50.0,45,135.0,95,120.0,1,False
AlakazamMega Alakazam,Psychic,None,590,55,50.0,65,162.875,95,150.0,1,False
Machop,Fighting,None,305,70,80.0,50,35.0,35,35.0,1,False
Machoke,Fighting,None,405,80,100.0,70,50.0,60,45.0,1,False
Machamp,Fighting,None,505,90,130.0,80,65.0,85,55.0,1,False
Bellsprout,Grass,Poison,300,50,75.0,35,70.0,30,40.0,1,False
Weepinbell,Grass,Poison,390,65,90.0,50,85.0,45,55.0,1,False
Victreebel,Grass,Poison,490,80,105.0,65,100.0,70,70.0,1,False
Tentacool,Water,Poison,335,40,40.0,35,50.0,100,70.0,1,False
Tentacruel,Water,Poison,515,80,70.0,65,80.0,120,100.0,1,False
Geodude,Rock,Ground,300,40,80.0,100,30.0,30,20.0,1,False
Graveler,Rock,Ground,390,55,95.0,115,45.0,45,35.0,1,False
Golem,Rock,Ground,495,80,120.0,130,55.0,65,45.0,1,False
Ponyta,Fire,None,410,50,85.0,55,65.0,65,90.0,1,False
Rapidash,Fire,None,500,65,100.0,70,80.0,80,105.0,1,False
Slowpoke,Water,Psychic,315,90,65.0,65,40.0,40,15.0,1,False
Slowbro,Water,Psychic,490,95,75.0,110,100.0,80,30.0,1,False
SlowbroMega Slowbro,Water,Psychic,590,95,75.0,150,130.0,80,30.0,1,False
Magnemite,Electric,Steel,325,25,35.0,70,95.0,55,45.0,1,False
Magneton,Electric,Steel,465,50,60.0,95,120.0,70,70.0,1,False
Farfetch'd,Normal,Flying,352,52,65.0,55,58.0,62,60.0,1,False
Doduo,Normal,Flying,310,35,85.0,45,35.0,35,75.0,1,False
Dodrio,Normal,Flying,460,60,110.0,70,60.0,60,100.0,1,False
Seel,Water,None,325,65,45.0,55,45.0,70,45.0,1,False
Dewgong,Water,Ice,475,90,70.0,80,70.0,95,70.0,1,False
Grimer,Poison,None,325,80,80.0,50,40.0,50,25.0,1,False
Muk,Poison,None,500,105,105.0,75,65.0,100,50.0,1,False
Shellder,Water,None,305,30,65.0,100,45.0,25,40.0,1,False
Cloyster,Water,Ice,525,50,95.0,150,85.0,45,70.0,1,False
Gastly,Ghost,Poison,310,30,35.0,30,100.0,35,80.0,1,False
Haunter,Ghost,Poison,405,45,50.0,45,115.0,55,95.0,1,False
Gengar,Ghost,Poison,500,60,65.0,60,130.0,75,110.0,1,False
GengarMega Gengar,Ghost,Poison,600,60,65.0,80,162.875,95,130.0,1,False
Onix,Rock,Ground,385,35,45.0,150,30.0,45,70.0,1,False
Drowzee,Psychic,None,328,60,48.0,45,43.0,90,42.0,1,False
Hypno,Psychic,None,483,85,73.0,70,73.0,115,67.0,1,False
Krabby,Water,None,325,30,105.0,90,25.0,25,50.0,1,False
Kingler,Water,None,475,55,130.0,115,50.0,50,75.0,1,False
Voltorb,Electric,None,330,40,30.0,50,55.0,55,100.0,1,False
Electrode,Electric,None,480,60,50.0,70,80.0,80,140.0,1,False
Exeggcute,Grass,Psychic,325,60,40.0,80,60.0,45,40.0,1,False
Exeggutor,Grass,Psychic,520,95,95.0,85,125.0,65,55.0,1,False
Cubone,Ground,None,320,50,50.0,95,40.0,50,35.0,1,False
Marowak,Ground,None,425,60,80.0,110,50.0,80,45.0,1,False
Hitmonlee,Fighting,None,455,50,120.0,53,35.0,110,87.0,1,False
Hitmonchan,Fighting,None,455,50,105.0,79,35.0,110,76.0,1,False
Lickitung,Normal,None,385,90,55.0,75,60.0,75,30.0,1,False
Koffing,Poison,None,340,40,65.0,95,60.0,45,35.0,1,False
Weezing,Poison,None,490,65,90.0,120,85.0,70,60.0,1,False
Rhyhorn,Ground,Rock,345,80,85.0,95,30.0,30,25.0,1,False
Rhydon,Ground,Rock,485,105,130.0,120,45.0,45,40.0,1,False
Chansey,Normal,None,450,125,5.0,5,35.0,105,50.0,1,False
Tangela,Grass,None,435,65,55.0,115,100.0,40,60.0,1,False
Kangaskhan,Normal,None,490,105,95.0,80,40.0,80,90.0,1,False
KangaskhanMega Kangaskhan,Normal,None,590,105,125.0,100,60.0,100,100.0,1,False
Horsea,Water,None,295,30,40.0,70,70.0,25,60.0,1,False
Seadra,Water,None,440,55,65.0,95,95.0,45,85.0,1,False
Goldeen,Water,None,320,45,67.0,60,35.0,50,63.0,1,False
Seaking,Water,None,450,80,92.0,65,65.0,80,68.0,1,False
Staryu,Water,None,340,30,45.0,55,70.0,55,85.0,1,False
Starmie,Water,Psychic,520,60,75.0,85,100.0,85,115.0,1,False
Mr. Mime,Psychic,Fairy,460,40,45.0,65,100.0,120,90.0,1,False
Scyther,Bug,Flying,500,70,110.0,80,55.0,80,105.0,1,False
Jynx,Ice,Psychic,455,65,50.0,35,115.0,95,95.0,1,False
Electabuzz,Electric,None,490,65,83.0,57,95.0,85,105.0,1,False
Magmar,Fire,None,495,65,95.0,57,100.0,85,93.0,1,False
Pinsir,Bug,None,500,65,125.0,100,55.0,70,85.0,1,False
PinsirMega Pinsir,Bug,Flying,600,65,155.0,120,65.0,90,105.0,1,False
Tauros,Normal,None,490,75,100.0,95,40.0,70,110.0,1,False
Magikarp,Water,None,200,20,10.0,55,15.0,20,80.0,1,False
Gyarados,Water,Flying,540,95,125.0,79,60.0,100,81.0,1,False
GyaradosMega Gyarados,Water,Dark,640,95,155.0,109,70.0,130,81.0,1,False
Lapras,Water,Ice,535,125,85.0,80,85.0,95,60.0,1,False
Ditto,Normal,None,288,48,48.0,48,48.0,48,48.0,1,False
Eevee,Normal,None,325,55,55.0,50,45.0,65,55.0,1,False
Vaporeon,Water,None,525,125,65.0,60,110.0,95,65.0,1,False
Jolteon,Electric,None,525,65,65.0,60,110.0,95,130.0,1,False
Flareon,Fire,None,525,65,130.0,60,95.0,110,65.0,1,False
Porygon,Normal,None,395,65,60.0,70,85.0,75,40.0,1,False
Omanyte,Rock,Water,355,35,40.0,100,90.0,55,35.0,1,False
Omastar,Rock,Water,495,70,60.0,125,115.0,70,55.0,1,False
Kabuto,Rock,Water,355,30,80.0,90,55.0,45,55.0,1,False
Kabutops,Rock,Water,495,60,115.0,105,65.0,70,80.0,1,False
Aerodactyl,Rock,Flying,515,80,105.0,65,60.0,75,130.0,1,False
AerodactylMega Aerodactyl,Rock,Flying,615,80,135.0,85,70.0,95,150.0,1,False
Snorlax,Normal,None,540,125,110.0,65,65.0,110,30.0,1,False
Articuno,Ice,Flying,580,90,85.0,100,95.0,125,85.0,1,True
Zapdos,Electric,Flying,580,90,90.0,85,125.0,90,100.0,1,True
Moltres,Fire,Flying,580,90,100.0,90,125.0,85,90.0,1,True
Dratini,Dragon,None,300,41,64.0,45,50.0,50,50.0,1,False
Dragonair,Dragon,None,420,61,84.0,65,70.0,70,70.0,1,False
Dragonite,Dragon,Flying,600,91,134.0,95,100.0,100,80.0,1,False
Mewtwo,Psychic,None,680,106,110.0,90,154.0,90,130.0,1,True
MewtwoMega Mewtwo X,Psychic,Fighting,780,106,167.5,100,154.0,100,130.0,1,True
MewtwoMega Mewtwo Y,Psychic,None,780,106,150.0,70,162.875,120,140.0,1,True
Mew,Psychic,None,600,100,100.0,100,100.0,100,100.0,1,False
Chikorita,Grass,None,318,45,49.0,65,49.0,65,45.0,2,False
Bayleef,Grass,None,405,60,62.0,80,63.0,80,60.0,2,False
Meganium,Grass,None,525,80,82.0,100,83.0,100,80.0,2,False
Cyndaquil,Fire,None,309,39,52.0,43,60.0,50,65.0,2,False
Quilava,Fire,None,405,58,64.0,58,80.0,65,80.0,2,False
Typhlosion,Fire,None,534,78,84.0,78,109.0,85,100.0,2,False
Totodile,Water,None,314,50,65.0,64,44.0,48,43.0,2,False
Croconaw,Water,None,405,65,80.0,80,59.0,63,58.0,2,False
Feraligatr,Water,None,530,85,105.0,100,79.0,83,78.0,2,False
Sentret,Normal,None,215,35,46.0,34,35.0,45,20.0,2,False
Furret,Normal,None,415,85,76.0,64,45.0,55,90.0,2,False
Hoothoot,Normal,Flying,262,60,30.0,30,36.0,56,50.0,2,False
Noctowl,Normal,Flying,442,100,50.0,50,76.0,96,70.0,2,False
Ledyba,Bug,Flying,265,40,20.0,30,40.0,80,55.0,2,False
Ledian,Bug,Flying,390,55,35.0,50,55.0,110,85.0,2,False
Spinarak,Bug,Poison,250,40,60.0,40,40.0,40,30.0,2,False
Ariados,Bug,Poison,390,70,90.0,70,60.0,60,40.0,2,False
Crobat,Poison,Flying,535,85,90.0,80,70.0,80,130.0,2,False
Chinchou,Water,Electric,330,75,38.0,38,56.0,56,67.0,2,False
Lanturn,Water,Electric,460,125,58.0,58,76.0,76,67.0,2,False
Pichu,Electric,None,205,20,40.0,15,35.0,35,60.0,2,False
Cleffa,Fairy,None,218,50,25.0,28,45.0,55,15.0,2,False
Igglybuff,Normal,Fairy,210,90,30.0,15,40.0,20,15.0,2,False
Togepi,Fairy,None,245,35,20.0,65,40.0,65,20.0,2,False
Togetic,Fairy,Flying,405,55,40.0,85,80.0,105,40.0,2,False
Natu,Psychic,Flying,320,40,50.0,45,70.0,45,70.0,2,False
Xatu,Psychic,Flying,470,65,75.0,70,95.0,70,95.0,2,False
Mareep,Electric,None,280,55,40.0,40,65.0,45,35.0,2,False
Flaaffy,Electric,None,365,70,55.0,55,80.0,60,45.0,2,False
Ampharos,Electric,None,510,90,75.0,85,115.0,90,55.0,2,False
AmpharosMega Ampharos,Electric,Dragon,610,90,95.0,105,162.875,110,45.0,2,False
Bellossom,Grass,None,490,75,80.0,95,90.0,100,50.0,2,False
Marill,Water,Fairy,250,70,20.0,50,20.0,50,40.0,2,False
Azumarill,Water,Fairy,420,100,50.0,80,60.0,80,50.0,2,False
Sudowoodo,Rock,None,410,70,100.0,115,30.0,65,30.0,2,False
Politoed,Water,None,500,90,75.0,75,90.0,100,70.0,2,False
Hoppip,Grass,Flying,250,35,35.0,40,35.0,55,50.0,2,False
Skiploom,Grass,Flying,340,55,45.0,50,45.0,65,80.0,2,False
Jumpluff,Grass,Flying,460,75,55.0,70,55.0,95,110.0,2,False
Aipom,Normal,None,360,55,70.0,55,40.0,55,85.0,2,False
Sunkern,Grass,None,180,30,30.0,30,30.0,30,30.0,2,False
Sunflora,Grass,None,425,75,75.0,55,105.0,85,30.0,2,False
Yanma,Bug,Flying,390,65,65.0,45,75.0,45,95.0,2,False
Wooper,Water,Ground,210,55,45.0,45,25.0,25,15.0,2,False
Quagsire,Water,Ground,430,95,85.0,85,65.0,65,35.0,2,False
Espeon,Psychic,None,525,65,65.0,60,130.0,95,110.0,2,False
Umbreon,Dark,None,525,95,65.0,110,60.0,130,65.0,2,False
Murkrow,Dark,Flying,405,60,85.0,42,85.0,42,91.0,2,False
Slowking,Water,Psychic,490,95,75.0,80,100.0,110,30.0,2,False
Misdreavus,Ghost,None,435,60,60.0,60,85.0,85,85.0,2,False
Unown,Psychic,None,336,48,72.0,48,72.0,48,48.0,2,False
Wobbuffet,Psychic,None,405,125,33.0,58,33.0,58,33.0,2,False
Girafarig,Normal,Psychic,455,70,80.0,65,90.0,65,85.0,2,False
Pineco,Bug,None,290,50,65.0,90,35.0,35,15.0,2,False
Forretress,Bug,Steel,465,75,90.0,140,60.0,60,40.0,2,False
Dunsparce,Normal,None,415,100,70.0,70,65.0,65,45.0,2,False
Gligar,Ground,Flying,430,65,75.0,105,35.0,65,85.0,2,False
Steelix,Steel,Ground,510,75,85.0,150,55.0,65,30.0,2,False
SteelixMega Steelix,Steel,Ground,610,75,125.0,150,55.0,95,30.0,2,False
Snubbull,Fairy,None,300,60,80.0,50,40.0,40,30.0,2,False
Granbull,Fairy,None,450,90,120.0,75,60.0,60,45.0,2,False
Qwilfish,Water,Poison,430,65,95.0,75,55.0,55,85.0,2,False
Scizor,Bug,Steel,500,70,130.0,100,55.0,80,65.0,2,False
ScizorMega Scizor,Bug,Steel,600,70,150.0,140,65.0,100,75.0,2,False
Shuckle,Bug,Rock,505,20,10.0,150,10.0,150,5.0,2,False
Heracross,Bug,Fighting,500,80,125.0,75,40.0,95,85.0,2,False
HeracrossMega Heracross,Bug,Fighting,600,80,167.5,115,40.0,105,75.0,2,False
Sneasel,Dark,Ice,430,55,95.0,55,35.0,75,115.0,2,False
Teddiursa,Normal,None,330,60,80.0,50,50.0,50,40.0,2,False
Ursaring,Normal,None,500,90,130.0,75,75.0,75,55.0,2,False
Slugma,Fire,None,250,40,40.0,40,70.0,40,20.0,2,False
Magcargo,Fire,Rock,410,50,50.0,120,80.0,80,30.0,2,False
Swinub,Ice,Ground,250,50,50.0,40,30.0,30,50.0,2,False
Piloswine,Ice,Ground,450,100,100.0,80,60.0,60,50.0,2,False
Corsola,Water,Rock,380,55,55.0,85,65.0,85,35.0,2,False
Remoraid,Water,None,300,35,65.0,35,65.0,35,65.0,2,False
Octillery,Water,None,480,75,105.0,75,105.0,75,45.0,2,False
Delibird,Ice,Flying,330,45,55.0,45,65.0,45,75.0,2,False
Mantine,Water,Flying,465,65,40.0,70,80.0,140,70.0,2,False
Skarmory,Steel,Flying,465,65,80.0,140,40.0,70,70.0,2,False
Houndour,Dark,Fire,330,45,60.0,30,80.0,50,65.0,2,False
Houndoom,Dark,Fire,500,75,90.0,50,110.0,80,95.0,2,False
HoundoomMega Houndoom,Dark,Fire,600,75,90.0,90,140.0,90,115.0,2,False
Kingdra,Water,Dragon,540,75,95.0,95,95.0,95,85.0,2,False
Phanpy,Ground,None,330,90,60.0,60,40.0,40,40.0,2,False
Donphan,Ground,None,500,90,120.0,120,60.0,60,50.0,2,False
Porygon2,Normal,None,515,85,80.0,90,105.0,95,60.0,2,False
Stantler,Normal,None,465,73,95.0,62,85.0,65,85.0,2,False
Smeargle,Normal,None,250,55,20.0,35,20.0,45,75.0,2,False
Tyrogue,Fighting,None,210,35,35.0,35,35.0,35,35.0,2,False
Hitmontop,Fighting,None,455,50,95.0,95,35.0,110,70.0,2,False
Smoochum,Ice,Psychic,305,45,30.0,15,85.0,65,65.0,2,False
Elekid,Electric,None,360,45,63.0,37,65.0,55,95.0,2,False
Magby,Fire,None,365,45,75.0,37,70.0,55,83.0,2,False
Miltank,Normal,None,490,95,80.0,105,40.0,70,100.0,2,False
Blissey,Normal,None,540,125,10.0,10,75.0,135,55.0,2,False
Raikou,Electric,None,580,90,85.0,75,115.0,100,115.0,2,True
Entei,Fire,None,580,115,115.0,85,90.0,75,100.0,2,True
Suicune,Water,None,580,100,75.0,115,90.0,115,85.0,2,True
Larvitar,Rock,Ground,300,50,64.0,50,45.0,50,41.0,2,False
Pupitar,Rock,Ground,410,70,84.0,70,65.0,70,51.0,2,False
Tyranitar,Rock,Dark,600,100,134.0,110,95.0,100,61.0,2,False
TyranitarMega Tyranitar,Rock,Dark,700,100,164.0,150,95.0,120,71.0,2,False
Lugia,Psychic,Flying,680,106,90.0,130,90.0,150,110.0,2,True
Ho-oh,Fire,Flying,680,106,130.0,90,110.0,150,90.0,2,True
Celebi,Psychic,Grass,600,100,100.0,100,100.0,100,100.0,2,False
Treecko,Grass,None,310,40,45.0,35,65.0,55,70.0,3,False
Grovyle,Grass,None,405,50,65.0,45,85.0,65,95.0,3,False
Sceptile,Grass,None,530,70,85.0,65,105.0,85,120.0,3,False
SceptileMega Sceptile,Grass,Dragon,630,70,110.0,75,145.0,85,145.0,3,False
Torchic,Fire,None,310,45,60.0,40,70.0,50,45.0,3,False
Combusken,Fire,Fighting,405,60,85.0,60,85.0,60,55.0,3,False
Blaziken,Fire,Fighting,530,80,120.0,70,110.0,70,80.0,3,False
BlazikenMega Blaziken,Fire,Fighting,630,80,160.0,80,130.0,80,100.0,3,False
Mudkip,Water,None,310,50,70.0,50,50.0,50,40.0,3,False
Marshtomp,Water,Ground,405,70,85.0,70,60.0,70,50.0,3,False
Swampert,Water,Ground,535,100,110.0,90,85.0,90,60.0,3,False
SwampertMega Swampert,Water,Ground,635,100,150.0,110,95.0,110,70.0,3,False
Poochyena,Dark,None,220,35,55.0,35,30.0,30,35.0,3,False
Mightyena,Dark,None,420,70,90.0,70,60.0,60,70.0,3,False
Zigzagoon,Normal,None,240,38,30.0,41,30.0,41,60.0,3,False
Linoone,Normal,None,420,78,70.0,61,50.0,61,100.0,3,False
Wurmple,Bug,None,195,45,45.0,35,20.0,30,20.0,3,False
Silcoon,Bug,None,205,50,35.0,55,25.0,25,15.0,3,False
Beautifly,Bug,Flying,395,60,70.0,50,100.0,50,65.0,3,False
Cascoon,Bug,None,205,50,35.0,55,25.0,25,15.0,3,False
Dustox,Bug,Poison,385,60,50.0,70,50.0,90,65.0,3,False
Lotad,Water,Grass,220,40,30.0,30,40.0,50,30.0,3,False
Lombre,Water,Grass,340,60,50.0,50,60.0,70,50.0,3,False
Ludicolo,Water,Grass,480,80,70.0,70,90.0,100,70.0,3,False
Seedot,Grass,None,220,40,40.0,50,30.0,30,30.0,3,False
Nuzleaf,Grass,Dark,340,70,70.0,40,60.0,40,60.0,3,False
Shiftry,Grass,Dark,480,90,100.0,60,90.0,60,80.0,3,False
Taillow,Normal,Flying,270,40,55.0,30,30.0,30,85.0,3,False
Swellow,Normal,Flying,430,60,85.0,60,50.0,50,125.0,3,False
Wingull,Water,Flying,270,40,30.0,30,55.0,30,85.0,3,False
Pelipper,Water,Flying,430,60,50.0,100,85.0,70,65.0,3,False
Ralts,Psychic,Fairy,198,28,25.0,25,45.0,35,40.0,3,False
Kirlia,Psychic,Fairy,278,38,35.0,35,65.0,55,50.0,3,False
Gardevoir,Psychic,Fairy,518,68,65.0,65,125.0,115,80.0,3,False
GardevoirMega Gardevoir,Psychic,Fairy,618,68,85.0,65,162.875,135,100.0,3,False
Surskit,Bug,Water,269,40,30.0,32,50.0,52,65.0,3,False
Masquerain,Bug,Flying,414,70,60.0,62,80.0,82,60.0,3,False
Shroomish,Grass,None,295,60,40.0,60,40.0,60,35.0,3,False
Breloom,Grass,Fighting,460,60,130.0,80,60.0,60,70.0,3,False
Slakoth,Normal,None,280,60,60.0,60,35.0,35,30.0,3,False
Vigoroth,Normal,None,440,80,80.0,80,55.0,55,90.0,3,False
Slaking,Normal,None,670,125,160.0,100,95.0,65,100.0,3,False
Nincada,Bug,Ground,266,31,45.0,90,30.0,30,40.0,3,False
Ninjask,Bug,Flying,456,61,90.0,45,50.0,50,157.5,3,False
Shedinja,Bug,Ghost,236,5,90.0,45,30.0,30,40.0,3,False
Whismur,Normal,None,240,64,51.0,23,51.0,23,28.0,3,False
Loudred,Normal,None,360,84,71.0,43,71.0,43,48.0,3,False
Exploud,Normal,None,490,104,91.0,63,91.0,73,68.0,3,False
Makuhita,Fighting,None,237,72,60.0,30,20.0,30,25.0,3,False
Hariyama,Fighting,None,474,125,120.0,60,40.0,60,50.0,3,False
Azurill,Normal,Fairy,190,50,20.0,40,20.0,40,20.0,3,False
Nosepass,Rock,None,375,30,45.0,135,45.0,90,30.0,3,False
Skitty,Normal,None,260,50,45.0,45,35.0,35,50.0,3,False
Delcatty,Normal,None,380,70,65.0,65,55.0,55,70.0,3,False
Sableye,Dark,Ghost,380,50,75.0,75,65.0,65,50.0,3,False
SableyeMega Sableye,Dark,Ghost,480,50,85.0,125,85.0,115,20.0,3,False
Mawile,Steel,Fairy,380,50,85.0,85,55.0,55,50.0,3,False
MawileMega Mawile,Steel,Fairy,480,50,105.0,125,55.0,95,50.0,3,False
Aron,Steel,Rock,330,50,70.0,100,40.0,40,30.0,3,False
Lairon,Steel,Rock,430,60,90.0,140,50.0,50,40.0,3,False
Aggron,Steel,Rock,530,70,110.0,150,60.0,60,50.0,3,False
AggronMega Aggron,Steel,None,630,70,140.0,150,60.0,80,50.0,3,False
Meditite,Fighting,Psychic,280,30,40.0,55,40.0,55,60.0,3,False
Medicham,Fighting,Psychic,410,60,60.0,75,60.0,75,80.0,3,False
MedichamMega Medicham,Fighting,Psychic,510,60,100.0,85,80.0,85,100.0,3,False
Electrike,Electric,None,295,40,45.0,40,65.0,40,65.0,3,False
Manectric,Electric,None,475,70,75.0,60,105.0,60,105.0,3,False
ManectricMega Manectric,Electric,None,575,70,75.0,80,135.0,80,135.0,3,False
Plusle,Electric,None,405,60,50.0,40,85.0,75,95.0,3,False
Minun,Electric,None,405,60,40.0,50,75.0,85,95.0,3,False
Volbeat,Bug,None,400,65,73.0,55,47.0,75,85.0,3,False
Illumise,Bug,None,400,65,47.0,55,73.0,75,85.0,3,False
Roselia,Grass,Poison,400,50,60.0,45,100.0,80,65.0,3,False
Gulpin,Poison,None,302,70,43.0,53,43.0,53,40.0,3,False
Swalot,Poison,None,467,100,73.0,83,73.0,83,55.0,3,False
Carvanha,Water,Dark,305,45,90.0,20,65.0,20,65.0,3,False
Sharpedo,Water,Dark,460,70,120.0,40,95.0,40,95.0,3,False
SharpedoMega Sharpedo,Water,Dark,560,70,140.0,70,110.0,65,105.0,3,False
Wailmer,Water,None,400,125,70.0,35,70.0,35,60.0,3,False
Wailord,Water,None,500,125,90.0,45,90.0,45,60.0,3,False
Numel,Fire,Ground,305,60,60.0,40,65.0,45,35.0,3,False
Camerupt,Fire,Ground,460,70,100.0,70,105.0,75,40.0,3,False
CameruptMega Camerupt,Fire,Ground,560,70,120.0,100,145.0,105,20.0,3,False
Torkoal,Fire,None,470,70,85.0,140,85.0,70,20.0,3,False
Spoink,Psychic,None,330,60,25.0,35,70.0,80,60.0,3,False
Grumpig,Psychic,None,470,80,45.0,65,90.0,110,80.0,3,False
Spinda,Normal,None,360,60,60.0,60,60.0,60,60.0,3,False
Trapinch,Ground,None,290,45,100.0,45,45.0,45,10.0,3,False
Vibrava,Ground,Dragon,340,50,70.0,50,50.0,50,70.0,3,False
Flygon,Ground,Dragon,520,80,100.0,80,80.0,80,100.0,3,False
Cacnea,Grass,None,335,50,85.0,40,85.0,40,35.0,3,False
Cacturne,Grass,Dark,475,70,115.0,60,115.0,60,55.0,3,False
Swablu,Normal,Flying,310,45,40.0,60,40.0,75,50.0,3,False
Altaria,Dragon,Flying,490,75,70.0,90,70.0,105,80.0,3,False
AltariaMega Altaria,Dragon,Fairy,590,75,110.0,110,110.0,105,80.0,3,False
Zangoose,Normal,None,458,73,115.0,60,60.0,60,90.0,3,False
Seviper,Poison,None,458,73,100.0,60,100.0,60,65.0,3,False
Lunatone,Rock,Psychic,440,70,55.0,65,95.0,85,70.0,3,False
Solrock,Rock,Psychic,440,70,95.0,85,55.0,65,70.0,3,False
